# source, target, time
0,106,82400
0,106,82420
0,106,82440
0,106,82460
0,106,82480
0,106,82500
0,106,82520
0,106,82540
0,106,82560
0,106,82580
0,106,82600
0,106,82620
0,106,82640
0,106,82660
0,106,82680
0,106,82700
0,106,82720
0,106,82740
0,106,82760
0,106,82780
0,106,82800
0,106,82820
0,106,82840
0,106,82860
0,106,82880
0,106,82900
0,106,82920
0,106,82940
0,106,82960
0,106,82980
0,106,83000
0,106,83020
0,106,83040
0,106,83060
0,106,83100
0,106,83120
0,106,83140
0,106,83200
0,106,83220
0,106,83240
0,106,83260
0,106,83280
0,106,83300
0,106,83320
0,106,83340
0,106,83360
0,106,83380
0,106,83400
0,106,83420
0,106,83440
0,106,83460
0,106,83480
0,106,83820
0,106,83900
0,106,83920
0,106,83940
0,106,83960
0,106,83980
0,106,84000
0,106,84020
0,106,84360
0,106,84380
0,106,84400
0,106,84420
0,106,84500
0,79,84560
0,106,84580
0,106,84620
0,106,84720
0,41,84720
0,31,84780
0,58,88720
0,58,88760
0,58,88780
0,31,88800
0,58,88800
0,31,88820
0,31,88840
0,58,88840
0,100,88900
0,100,88920
0,100,88940
0,100,88960
0,58,92020
0,100,92080
0,100,92200
0,70,141160
0,70,141180
0,10,141180
0,2,141180
0,2,141220
0,11,141220
0,43,141300
0,43,141340
0,108,141380
0,31,141420
0,112,141420
0,31,141460
0,70,141560
0,70,141580
0,70,143820
0,70,143840
0,70,145300
0,70,145980
0,70,147260
0,70,147300
0,70,147320
0,108,148460
0,43,148500
0,31,148520
0,94,148520
0,32,148540
0,31,148820
0,44,148840
0,31,148860
0,31,148920
0,31,148940
0,31,149080
0,31,149160
0,31,149240
0,100,149260
0,31,149260
0,79,149260
0,100,149280
0,31,149280
0,58,149280
0,31,149300
0,100,149320
0,44,149340
0,31,149360
0,76,149380
0,100,149400
0,31,149400
0,31,149420
0,100,149440
0,100,149460
0,100,149480
0,31,149480
0,31,172460
0,10,227580
0,16,227900
0,70,227960
0,70,228040
0,70,228060
0,70,228100
0,70,228140
0,70,228160
0,70,228180
0,70,228220
0,70,228260
0,70,228360
0,70,228400
0,70,228420
0,70,228460
0,70,228480
0,70,228500
0,70,228520
0,70,228540
0,70,228560
0,70,228580
0,70,228600
0,70,228620
0,70,228780
0,70,228800
0,70,228820
0,70,228840
0,70,229020
0,70,229040
0,70,229060
0,70,229080
0,70,229100
0,70,229120
0,70,229140
0,70,229160
0,70,229220
0,70,229240
0,70,229260
0,70,229300
0,70,229320
0,70,229340
0,70,229360
0,70,229380
0,70,229400
0,70,229420
0,70,229440
0,70,229460
0,70,229480
0,70,230060
0,70,230620
0,70,232800
0,70,234280
0,70,235040
0,41,235160
0,7,235160
0,100,235620
0,43,235660
0,39,245060
0,100,248140
0,31,248180
0,31,248200
0,31,248220
0,31,248240
0,2,248260
0,31,248260
0,2,248280
0,50,248560
0,50,248580
0,50,248600
0,118,248880
0,39,249020
0,50,249020
0,39,249040
0,15,249040
0,43,307820
0,98,310440
0,3,314900
0,106,315170
0,31,315340
0,43,315400
0,31,315600
0,31,315860
0,5,315940
0,2,315940
0,11,315940
0,5,316080
0,2,316080
0,76,316120
0,11,316140
1,77,62840
2,78,55200
2,78,55240
2,78,55260
2,78,55380
2,78,55440
2,78,55460
2,78,55480
2,78,55520
2,78,55540
2,78,55560
2,78,55580
2,78,55600
2,78,55960
2,78,56060
2,78,56100
2,78,56120
2,78,56140
2,78,56160
2,78,56340
2,78,56380
2,106,56620
2,78,56880
2,78,56920
2,78,56960
2,78,56980
2,78,57000
2,78,57020
2,78,57040
2,78,57060
2,78,57080
2,78,57100
2,78,57120
2,78,57140
2,78,57160
2,78,57180
2,78,57200
2,78,57220
2,78,57300
2,78,57600
2,78,58260
2,78,58280
2,78,58300
2,78,59000
2,78,59400
2,78,59680
2,78,59700
2,78,59880
2,78,60220
2,78,60240
2,78,60360
2,78,60600
2,78,60620
2,78,60940
2,78,61000
2,78,61320
2,78,61560
2,106,61640
2,78,61660
2,78,61900
2,78,61940
2,78,62360
2,106,62380
2,118,62400
2,79,62420
2,106,62460
2,30,62620
2,43,62660
2,39,62680
2,43,62680
2,1,62800
2,77,62800
2,1,62820
2,77,62820
2,1,62880
2,1,62900
2,16,62900
2,78,63140
2,78,63160
2,78,63180
2,78,63200
2,78,63220
2,78,63240
2,78,63260
2,78,63280
2,106,63280
2,78,63300
2,78,63320
2,78,63340
2,78,63420
2,78,63520
2,118,70200
2,78,70200
2,118,70220
2,79,73520
2,43,73560
2,43,73580
2,79,74120
2,79,74140
2,106,74160
2,106,74200
2,106,74220
2,106,74240
2,106,74260
2,106,74280
2,106,74320
2,106,74340
2,106,74360
2,106,74380
2,106,74440
2,106,74540
2,106,74560
2,106,74720
2,106,74760
2,106,74780
2,106,74800
2,106,74820
2,106,74840
2,106,75520
2,106,75540
2,106,75600
2,106,75620
2,106,75640
2,106,75660
2,106,75700
2,106,75720
2,106,75880
2,106,75900
2,106,76260
2,10,77520
2,90,77560
2,43,141140
2,43,141160
2,43,141180
2,43,141200
2,11,141440
2,106,141480
2,78,142200
2,78,142220
2,106,142440
2,106,142460
2,106,142560
2,106,142580
2,106,142600
2,106,142620
2,106,142640
2,106,142660
2,78,142980
2,78,143000
2,78,143020
2,78,146600
2,78,146700
2,78,146720
2,78,147440
2,78,147460
2,78,147500
2,78,147540
2,78,147600
2,78,147620
2,78,147640
2,78,147660
2,78,147720
2,78,147760
2,78,148300
2,78,148320
2,78,148340
2,78,148380
2,78,148400
2,78,148420
2,43,148900
2,11,148900
2,43,149040
2,43,149060
2,43,149100
2,43,149120
2,42,158680
2,79,159840
2,79,159960
2,79,159980
2,79,160040
2,79,160080
2,79,160120
2,79,160160
2,79,160180
2,79,160540
2,79,160620
2,79,160700
2,79,160720
2,79,160740
2,79,160760
2,79,160780
2,79,160820
2,79,160940
2,79,160960
2,79,160980
2,79,161040
2,98,227380
2,98,227440
2,43,227460
2,43,227480
2,43,227500
2,43,227520
2,43,227540
2,43,227620
2,43,227660
2,43,227700
2,43,227720
2,43,227740
2,43,227780
2,43,227940
2,43,227960
2,106,228020
2,106,228040
2,106,228060
2,106,228080
2,78,234940
2,78,234980
2,78,235000
2,10,235360
2,77,235420
2,10,235440
2,10,235460
2,10,235480
2,10,235500
2,10,235520
2,10,235540
2,10,235560
2,5,235560
2,10,235580
2,68,235680
2,68,235700
2,68,235720
2,68,235740
2,10,235740
2,68,235760
2,68,235780
2,10,235840
2,68,236360
2,68,236380
2,58,236380
2,68,236400
2,58,236400
2,68,236420
2,58,236420
2,58,236440
2,10,236440
2,68,236460
2,58,236460
2,68,236480
2,58,236480
2,10,236560
2,10,236580
2,10,236760
2,10,236780
2,10,236800
2,10,236840
2,10,236940
2,10,237000
2,10,237060
2,10,237080
2,10,237100
2,10,237120
2,10,237140
2,10,237620
2,68,237880
2,10,241500
2,68,241640
2,40,245340
2,40,245360
2,64,245360
2,40,245380
2,64,245380
2,40,245400
2,40,245420
2,40,245440
2,40,245460
2,40,245480
2,40,245500
2,40,245520
2,40,245540
2,40,245560
2,40,245580
2,40,245600
2,79,247260
2,118,247880
2,10,248460
2,68,248480
2,3,306880
2,106,307980
2,106,308000
2,106,308180
2,106,308200
2,106,308240
2,106,308260
2,106,308280
2,106,308300
2,106,308320
2,106,308340
2,106,308360
2,106,308380
2,78,314780
2,10,315080
2,10,315100
2,112,322870
2,112,323410
2,112,323450
2,112,323470
2,112,323490
2,112,323510
2,112,323530
2,112,323550
2,112,323590
2,112,323630
2,109,324350
2,109,324450
2,109,324470
2,109,324510
2,109,324570
2,109,324590
3,77,77520
4,41,77580
4,71,77600
4,71,77620
4,71,77640
4,41,84740
4,114,84780
4,5,149220
4,71,149380
4,46,159980
4,46,160000
4,114,166260
4,114,166280
4,114,167220
4,5,235720
4,114,246760
4,60,257600
4,114,315220
4,21,315520
4,5,323120
4,5,323140
4,114,323140
4,83,323160
4,114,323180
4,83,323180
4,37,323200
4,37,323240
4,73,323360
4,37,323380
4,73,323400
4,73,323440
4,73,323480
4,21,323500
4,21,323520
4,20,323600
4,73,323660
4,83,323660
4,20,323780
4,20,323860
4,21,323940
5,73,92120
5,73,149340
5,73,149360
5,73,257700
5,73,257760
5,73,257780
5,41,323200
5,37,323200
5,37,323300
5,73,323440
5,73,323460
5,73,323520
5,73,323560
5,37,323600
5,73,323660
5,21,323700
6,52,62000
6,52,62020
6,114,84680
6,52,323180
6,52,323200
6,73,323240
6,116,323240
6,5,323260
6,8,323260
6,37,323260
6,5,323320
6,21,323320
6,8,323320
6,5,323340
6,17,323340
6,8,323340
6,21,323360
6,7,323380
6,21,323380
6,51,323380
6,21,323400
6,8,323400
6,51,323420
6,8,323420
6,7,323440
6,5,323440
6,21,323440
6,51,323440
6,72,323440
6,8,323440
6,51,323460
6,17,323460
6,116,323460
6,72,323460
6,8,323460
6,7,323480
6,21,323480
6,8,323480
6,37,323480
6,114,323480
6,7,323500
6,21,323500
6,51,323500
6,17,323500
6,5,323520
6,21,323520
6,37,323520
6,51,323540
6,37,323540
6,5,323560
6,51,323560
6,17,323560
6,8,323560
6,21,323580
6,51,323580
6,72,323580
6,8,323580
6,21,323600
6,116,323600
6,8,323620
6,21,323700
6,17,323700
6,72,323700
6,7,323720
6,21,323720
6,72,323720
6,8,323720
6,37,323720
6,21,323740
6,51,323740
6,37,323740
6,21,323780
6,37,323780
6,21,323800
6,17,323800
6,8,323800
6,5,323820
6,34,323820
6,37,323820
6,8,323840
6,5,323860
6,8,323860
6,8,323880
6,5,323900
6,83,323900
6,8,323900
6,5,323920
6,21,323920
6,37,323920
6,5,323940
6,72,323940
6,37,323940
7,46,54940
7,115,54940
7,71,54940
7,113,62060
7,73,62080
7,114,74120
7,83,77280
7,115,84040
7,115,84060
7,115,84080
7,115,84100
7,115,84120
7,115,84140
7,115,84160
7,115,84180
7,115,84200
7,115,84220
7,115,84240
7,115,84260
7,115,84480
7,115,84500
7,115,84520
7,115,84540
7,115,84560
7,115,84580
7,115,84600
7,21,84680
7,12,141220
7,115,141280
7,115,141300
7,115,141320
7,115,141340
7,115,141360
7,115,141380
7,115,141400
7,115,141420
7,115,141440
7,115,141460
7,115,141480
7,115,141500
7,115,141520
7,115,141540
7,115,141560
7,115,141580
7,115,141600
7,115,141620
7,115,141640
7,115,141660
7,115,141680
7,115,141700
7,115,141720
7,115,141740
7,115,141760
7,115,141780
7,115,141800
7,115,141820
7,115,141840
7,115,141860
7,115,141880
7,115,141900
7,115,141920
7,115,141940
7,115,141960
7,115,141980
7,115,142000
7,115,142020
7,115,142040
7,115,142060
7,115,142080
7,115,142100
7,115,142120
7,115,142140
7,115,142160
7,115,142180
7,115,142200
7,115,142220
7,115,142240
7,115,142260
7,115,142280
7,115,142300
7,115,142320
7,115,142340
7,115,142360
7,115,142380
7,115,142400
7,115,142420
7,115,142440
7,115,142460
7,115,142480
7,115,142500
7,115,142520
7,115,142540
7,115,142560
7,115,142580
7,115,142600
7,115,142620
7,115,142640
7,115,142660
7,115,142680
7,115,142700
7,115,142720
7,115,142740
7,115,142760
7,115,142780
7,115,142800
7,115,142820
7,115,142840
7,115,142860
7,115,142880
7,115,142900
7,115,142920
7,115,142940
7,115,142960
7,115,142980
7,115,143000
7,115,143020
7,115,143040
7,115,143060
7,115,143080
7,115,143100
7,115,143120
7,115,143140
7,115,143160
7,115,143180
7,115,143200
7,115,143220
7,115,143240
7,115,143260
7,115,143280
7,115,143300
7,115,143320
7,115,143340
7,115,143360
7,115,143380
7,115,143400
7,115,143420
7,115,143440
7,115,143460
7,115,143480
7,115,143500
7,115,143520
7,115,143540
7,115,143560
7,115,143580
7,115,143600
7,115,146380
7,115,146400
7,115,146420
7,113,148400
7,115,148400
7,113,148420
7,5,149320
7,5,149360
7,115,149400
7,115,149420
7,115,149460
7,115,149500
7,115,149520
7,115,149540
7,115,149700
7,115,151080
7,115,151100
7,115,151280
7,115,151640
7,115,152360
7,115,152380
7,115,152420
7,115,152440
7,115,152460
7,115,152480
7,115,152500
7,115,152520
7,115,152540
7,115,152560
7,115,152600
7,115,152620
7,115,152640
7,115,152700
7,115,153220
7,115,153240
7,115,153260
7,115,153280
7,115,153300
7,115,153320
7,115,153340
7,115,153360
7,115,153380
7,115,153400
7,115,153420
7,115,153440
7,115,153460
7,115,153480
7,115,153500
7,115,153520
7,115,153560
7,115,153580
7,115,156680
7,115,156700
7,115,156720
7,114,156760
7,114,231460
7,60,231480
7,60,231520
7,60,231540
7,4,231540
7,60,231560
7,19,234820
7,19,234840
7,41,235160
7,83,235860
7,83,236020
7,83,236040
7,83,236060
7,83,236080
7,83,236100
7,83,236120
7,83,236140
7,83,236160
7,83,236220
7,83,236240
7,83,236300
7,83,236340
7,83,236360
7,83,236380
7,83,236480
7,83,236500
7,83,236560
7,83,236580
7,83,236600
7,83,236660
7,83,236680
7,83,236700
7,83,236720
7,83,236740
7,83,236780
7,83,236800
7,83,236920
7,83,236940
7,83,236980
7,83,237000
7,83,237020
7,83,237040
7,83,237080
7,83,237340
7,83,237380
7,83,237400
7,83,237420
7,83,237440
7,83,237460
7,83,237500
7,83,237520
7,83,237540
7,83,237580
7,83,237600
7,83,237620
7,83,237800
7,83,237820
7,83,237840
7,83,237980
7,83,238060
7,83,238140
7,83,238160
7,83,238180
7,83,238220
7,83,238280
7,83,238300
7,83,238320
7,83,238400
7,83,238420
7,83,238440
7,83,238480
7,83,238500
7,83,238520
7,83,238540
7,83,238560
7,83,238580
7,83,238640
7,83,238680
7,83,238700
7,83,238720
7,83,238740
7,83,238760
7,83,238780
7,83,238800
7,83,238840
7,83,238860
7,83,238920
7,83,238940
7,83,239120
7,83,239140
7,83,239420
7,83,239620
7,83,239640
7,83,239660
7,83,239680
7,83,239700
7,83,239800
7,83,239820
7,83,239860
7,83,239880
7,83,240120
7,83,240360
7,83,240380
7,83,241540
7,83,242940
7,12,243020
7,21,243040
7,21,243060
7,21,243080
7,21,243120
7,83,250300
7,83,251620
7,115,322860
7,115,322880
7,115,322900
7,115,322920
7,115,322940
7,115,322960
7,115,322980
7,115,323000
7,115,323020
7,115,323040
7,115,323060
7,115,323080
7,115,323100
7,64,323140
7,64,323180
7,114,323200
7,83,323200
7,64,323200
7,41,323220
7,4,323220
7,83,323220
7,64,323220
7,20,323280
7,83,323280
7,83,323340
7,64,323380
7,83,323440
7,64,323440
7,83,323480
7,64,323480
7,41,323500
7,20,323500
7,83,323540
7,21,323560
7,83,323560
7,20,323660
7,21,323660
7,64,323680
7,21,323700
7,83,323720
7,64,323720
7,20,323760
7,64,323760
7,20,323840
7,83,323840
7,41,323900
7,83,323900
7,83,323920
7,64,323920
8,18,55420
8,18,55440
8,18,55520
8,18,55560
8,18,55580
8,18,55600
8,18,55620
8,121,55620
8,18,55640
8,18,55660
8,18,55680
8,18,55700
8,18,55820
8,18,55840
8,18,55860
8,18,55880
8,18,55900
8,18,55920
8,18,55940
8,18,55960
8,18,55980
8,18,56000
8,18,56040
8,18,56060
8,18,56080
8,18,56100
8,18,56120
8,18,56140
8,18,56160
8,18,56180
8,18,56200
8,18,56300
8,18,56320
8,18,56340
8,18,56360
8,18,56380
8,18,58480
8,18,58980
8,18,59060
8,18,59080
8,18,59100
8,18,59120
8,18,59140
8,18,60740
8,18,60760
8,18,60780
8,18,60800
8,18,60820
8,18,60860
8,18,60940
8,18,60960
8,18,60980
8,18,61020
8,18,61040
8,18,61700
8,18,61720
8,18,61740
8,18,61780
8,18,61800
8,18,61820
8,18,61900
8,18,61940
8,121,62040
8,95,62040
8,12,77200
8,12,77500
8,12,77520
8,46,77620
8,18,77660
8,18,77680
8,18,77900
8,18,77920
8,18,77940
8,18,77960
8,18,78080
8,18,78100
8,18,78140
8,18,78180
8,18,78200
8,18,78220
8,18,78240
8,18,78260
8,18,78280
8,18,78300
8,18,78320
8,18,78340
8,18,78360
8,18,78380
8,18,78400
8,18,78420
8,18,78440
8,18,78460
8,18,78480
8,18,78500
8,18,78520
8,18,78540
8,18,78560
8,18,78580
8,18,78600
8,18,78720
8,18,78780
8,18,78800
8,18,78820
8,18,78920
8,18,78940
8,18,78980
8,18,79040
8,18,79060
8,18,79900
8,9,80140
8,9,80160
8,9,80180
8,9,80200
8,18,80440
8,18,80460
8,18,80480
8,18,80500
8,18,81300
8,18,81320
8,18,81700
8,9,81840
8,9,82760
8,9,82780
8,18,83500
8,18,83520
8,18,83580
8,18,83620
8,18,83700
8,18,83720
8,18,83740
8,18,84060
8,9,84080
8,18,84080
8,9,84140
8,18,84140
8,18,84160
8,18,84180
8,18,84200
8,18,84220
8,18,84240
8,18,84260
8,18,84280
8,18,84300
8,18,84320
8,18,84340
8,18,84360
8,18,84380
8,18,84440
8,18,84460
8,18,84480
8,121,84480
8,18,84520
8,40,84540
8,18,84540
8,40,84560
8,60,84560
8,18,141280
8,18,141300
8,18,141320
8,18,141340
8,18,141360
8,18,141380
8,18,141400
8,18,141420
8,18,141440
8,18,141460
8,18,147520
8,18,147540
8,18,147560
8,18,147580
8,18,147600
8,18,147620
8,18,147640
8,18,147660
8,9,147680
8,9,147700
8,18,147900
8,18,148000
8,18,148020
8,18,148080
8,18,148100
8,18,148120
8,18,148140
8,18,148160
8,18,148180
8,18,148300
8,18,148320
8,18,148340
8,12,148420
8,120,148440
8,12,148440
8,73,148460
8,73,148480
8,13,148520
8,120,148540
8,120,148560
8,42,148580
8,58,149200
8,21,149220
8,12,149220
8,73,149400
8,18,149940
8,18,151960
8,18,152000
8,18,152020
8,18,152160
8,18,152180
8,18,152240
8,18,152260
8,18,152280
8,18,152300
8,18,152320
8,18,152340
8,18,152360
8,18,152460
8,18,152480
8,18,152500
8,18,152520
8,18,152540
8,18,152560
8,18,152580
8,18,152600
8,18,152620
8,18,152640
8,9,153240
8,18,153740
8,18,153820
8,18,154160
8,18,154180
8,18,154360
8,18,154380
8,18,154600
8,114,162140
8,91,165380
8,52,166920
8,19,231440
8,19,231480
8,19,231520
8,43,235600
8,18,238740
8,18,238760
8,18,240520
8,18,240540
8,18,240560
8,64,245580
8,64,245600
8,18,255800
8,18,255820
8,18,255900
8,18,255920
8,18,256220
8,18,256240
8,18,256260
8,18,256340
8,18,256360
8,18,256460
8,18,256480
8,18,256800
8,18,256900
8,18,257340
8,18,257420
8,18,257440
8,46,257460
8,18,257460
8,46,257480
8,13,315140
8,12,315840
8,21,315940
8,21,315960
8,21,315980
8,13,316000
8,21,316020
8,13,316060
8,37,316080
8,4,323120
8,20,323120
8,96,323120
8,5,323120
8,4,323140
8,20,323140
8,114,323140
8,5,323140
8,4,323160
8,83,323160
8,20,323160
8,5,323160
8,4,323180
8,20,323180
8,114,323180
8,5,323180
8,5,323200
8,37,323200
8,37,323220
8,114,323240
8,41,323260
8,88,323260
8,114,323260
8,116,323260
8,5,323260
8,4,323280
8,115,323280
8,96,323280
8,5,323280
8,115,323300
8,116,323300
8,37,323300
8,83,323320
8,21,323320
8,88,323320
8,20,323320
8,83,323340
8,20,323340
8,52,323340
8,37,323360
8,83,323380
8,21,323380
8,115,323380
8,34,323380
8,114,323380
8,37,323380
8,52,323380
8,115,323400
8,88,323400
8,114,323400
8,34,323420
8,37,323420
8,73,323440
8,34,323440
8,116,323440
8,37,323440
8,72,323440
8,41,323460
8,52,323460
8,88,323480
8,37,323480
8,4,323500
8,83,323500
8,21,323500
8,34,323500
8,20,323500
8,4,323520
8,83,323520
8,5,323520
8,4,323540
8,83,323540
8,88,323540
8,116,323540
8,52,323540
8,41,323560
8,73,323560
8,88,323560
8,20,323560
8,52,323560
8,34,323580
8,96,323580
8,88,323600
8,37,323600
8,52,323600
8,21,323620
8,34,323620
8,20,323620
8,88,323660
8,34,323660
8,20,323660
8,72,323660
8,52,323660
8,41,323680
8,4,323680
8,21,323680
8,34,323680
8,52,323680
8,38,323700
8,37,323720
8,115,323740
8,34,323740
8,114,323740
8,37,323740
8,52,323740
8,34,323760
8,52,323760
8,34,323800
8,52,323800
8,34,323820
8,116,323820
8,37,323820
8,13,323840
8,83,323840
8,115,323840
8,20,323840
8,52,323840
8,34,323860
8,4,323880
8,34,323880
8,20,323880
8,114,323880
8,34,323900
8,38,323900
8,52,323900
8,7,323900
8,21,323920
8,83,323960
8,21,323960
9,64,77240
9,64,77260
9,64,77280
9,113,77340
9,64,77420
9,46,92140
9,64,244500
10,32,54940
10,79,55020
10,79,55060
10,68,55240
10,39,62420
10,32,62420
10,58,62880
10,67,62880
10,44,62900
10,67,62900
10,44,62920
10,67,62920
10,77,62940
10,39,62960
10,39,62980
10,11,70260
10,39,70280
10,82,73480
10,56,73840
10,56,73860
10,56,73880
10,44,73900
10,44,73920
10,56,73920
10,44,73940
10,39,73960
10,79,74020
10,79,74040
10,79,74060
10,11,74220
10,1,74220
10,11,74240
10,1,74260
10,1,74280
10,1,74300
10,1,74320
10,82,74340
10,11,74360
10,79,74420
10,78,74560
10,78,75060
10,106,75060
10,11,75280
10,16,75500
10,77,75500
10,11,75540
10,77,75540
10,67,75580
10,32,75580
10,11,75640
10,11,75720
10,11,76120
10,77,76120
10,30,76120
10,11,76140
10,1,76160
10,11,76180
10,1,76180
10,11,76220
10,44,76220
10,11,76260
10,11,76280
10,44,76320
10,44,76380
10,44,76400
10,1,76460
10,44,76480
10,11,76520
10,44,76520
10,11,76540
10,44,76540
10,11,76560
10,11,76620
10,11,76620
10,44,76620
10,44,76620
10,56,76620
10,11,76640
10,11,76640
10,56,76640
10,11,76660
10,44,76660
10,11,76680
10,11,76680
10,44,76680
10,56,76680
10,11,76700
10,11,76700
10,56,76720
10,56,76740
10,11,76760
10,56,76760
10,44,76820
10,44,76960
10,44,77000
10,5,77380
10,44,77440
10,44,84680
10,39,84780
10,39,84800
10,68,84840
10,56,88740
10,56,88780
10,3,140640
10,68,140660
10,68,140680
10,3,140680
10,44,140720
10,44,140740
10,56,140740
10,68,140740
10,44,140760
10,56,140760
10,68,140760
10,44,140780
10,68,140780
10,5,140840
10,5,140860
10,5,140940
10,43,141100
10,43,141120
10,43,141180
10,43,141200
10,43,141220
10,43,141240
10,43,141260
10,43,141280
10,11,141440
10,32,148480
10,79,148600
10,58,148660
10,56,148660
10,77,148840
10,77,148860
10,39,148880
10,67,148900
10,73,148900
10,39,149040
10,32,149040
10,39,149060
10,32,149060
10,39,149080
10,32,149080
10,39,149120
10,5,149120
10,58,149140
10,5,149140
10,58,149160
10,5,149160
10,58,149180
10,39,149180
10,5,149180
10,58,149200
10,39,149200
10,5,149200
10,4,149220
10,39,149220
10,5,149220
10,39,149240
10,39,149260
10,5,149260
10,39,149280
10,39,149300
10,77,149320
10,11,149340
10,30,149340
10,58,149360
10,3,227040
10,56,227060
10,3,227060
10,56,227080
10,56,227100
10,3,227100
10,56,227120
10,3,227120
10,56,227140
10,56,227180
10,56,227300
10,3,227300
10,56,227320
10,3,227420
10,3,227440
10,32,227500
10,67,227600
10,67,227620
10,32,227620
10,67,227680
10,67,227700
10,32,227700
10,67,227720
10,39,227740
10,67,227740
10,39,227760
10,67,227760
10,67,227780
10,32,227780
10,67,227820
10,32,227820
10,32,227840
10,39,227860
10,32,227860
10,39,227880
10,32,227880
10,106,235080
10,106,235100
10,12,235120
10,12,235140
10,39,235180
10,44,235280
10,123,235280
10,67,235300
10,79,235300
10,3,235320
10,11,235400
10,77,235400
10,3,235420
10,3,235440
10,68,235520
10,5,235560
10,5,235580
10,5,235600
10,5,235620
10,5,235640
10,5,235660
10,5,235680
10,5,235700
10,58,235720
10,1,235740
10,68,235740
10,68,235760
10,68,235780
10,68,235800
10,68,235820
10,58,236020
10,78,236040
10,78,236060
10,58,236100
10,68,236120
10,68,236140
10,68,236180
10,68,236200
10,68,236260
10,68,236300
10,68,236340
10,68,236360
10,68,237700
10,68,238540
10,68,242960
10,58,243160
10,39,246140
10,39,246160
10,39,246180
10,39,246240
10,39,247120
10,82,247920
10,5,247960
10,5,248000
10,5,248020
10,5,248040
10,5,248060
10,5,248080
10,5,248100
10,5,248120
10,5,248140
10,5,248160
10,5,248220
10,5,248240
10,5,248260
10,5,248280
10,5,248300
10,5,248320
10,5,248340
10,5,248360
10,5,248380
10,5,248400
10,5,248420
10,5,248440
10,5,248460
10,5,248480
10,5,248500
10,5,248520
10,5,248560
10,5,248580
10,32,307460
10,32,307520
10,39,307580
10,44,307660
10,44,307680
10,44,307700
10,32,307820
10,78,315040
10,78,315180
10,5,315200
10,5,315220
10,5,315240
10,11,315300
10,43,315320
10,11,315660
10,1,315660
10,11,315700
10,11,315720
10,11,315800
10,5,315900
10,11,315920
10,39,316140
10,30,316140
10,30,316160
10,32,316180
10,1,320460
10,1,320520
10,39,322620
11,12,54720
11,12,54740
11,68,55520
11,68,55540
11,68,55600
11,68,55620
11,68,63200
11,68,63260
11,68,63280
11,68,63300
11,106,70200
11,77,73340
11,77,73500
11,56,73520
11,56,73560
11,56,73620
11,82,73700
11,77,73840
11,77,73880
11,16,73880
11,16,73900
11,16,73940
11,77,74020
11,77,74060
11,16,74060
11,77,74080
11,77,74100
11,1,74220
11,78,74300
11,78,74340
11,82,74380
11,77,74400
11,77,74420
11,78,74440
